User ID,Occupation (O*NET-SOC Title),Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source
b22429d3-2fb5-4adb-bde7-13bdcc990a33,Computer Systems Analysts,Female,White,86K-165K,49,"Some College, No Degree",6-10 years,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Independent,I have some experience using them.,"Yes, I use them every week in my work.",Monthly,Weekly,Monthly,Weekly,Never,Never,Never,Never,Never,Prolific
b6239c04-1088-46d4-9804-41073b7c5ed1,Video Game Designers,Male,White,86K-165K,24,Master’s Degree,6-10 years,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Weekly,Monthly,Monthly,Never,Daily,Never,Weekly,Upwork
d11856d3-0111-4926-85e5-943e9cb87c6b,Statisticians,Male,Asian American and Pacific Islander,0-30K,25,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Prefer not to answer,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Never,Never,Monthly,Never,Never,Weekly,Never,Never,WoM
f624fbab-cf8e-4188-acfb-d2b2173d25b9,Statisticians,Female,White,86K-165K,44,"Doctorate (e.g., PhD)",More than 10 years,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,WoM
ca47f9e0-a20f-4208-a864-0e17a246f82d,Web Developers,Male,Black,165K-209K,30,Bachelor’s Degree,3-5 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Republican,I use them regularly.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,WoM
d50e6866-7b42-4b8f-bdd0-68940527c29d,Mathematicians,Male,Black,165K-209K,28,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Democrat,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Weekly,Weekly,Daily,Daily,Monthly,Monthly,Monthly,WoM
9b8b74b5-b29c-4738-8bd3-4ef6870b7f6a,Computer Systems Analysts,Female,White,60-86K,39,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Monthly,Never,Never,Never,Never,Monthly,Never,Never,Prolific
dd5d1693-8a51-4105-9b08-2875d2a17f6d,Computer User Support Specialists,Female,Asian American and Pacific Islander,30-60K,25,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Independent,I use them regularly.,"Yes, I use them every week in my work.",Daily,Daily,Weekly,Daily,Weekly,Daily,Never,Weekly,Daily,Prolific
60ab9cbc-cbe2-4d7b-bb0a-160f795045f1,Web Developers,Male,Hispanic,209K-529K,37,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Monthly,Daily,Daily,Daily,Monthly,Monthly,Prolific
a0736564-37d1-4f2e-82e8-a31edd4fd58b,Computer User Support Specialists,Female,Black,60-86K,18,Bachelor’s Degree,6-10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Never,Daily,Daily,Daily,Never,Never,Daily,Prolific
779c682a-290e-4ce7-8ea9-bfa1755b3d00,Information Technology Project Managers,Male,White,86K-165K,42,Bachelor’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,No political affliation,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Monthly,Monthly,Weekly,Never,Weekly,Monthly,Monthly,Prolific
9b074dfc-e142-4c2f-a57c-2763dd078fb4,Software Quality Assurance Analysts and Testers,Female,White,30-60K,78,Bachelor’s Degree,3-5 years,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Republican,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Daily,Daily,Daily,Weekly,Weekly,Daily,Daily,Weekly,Prolific
e48336d0-ddcc-4144-98b2-06e6bedd7b51,Web Developers,Male,Asian American and Pacific Islander,86K-165K,30,Bachelor’s Degree,6-10 years,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Monthly,Never,Never,Prolific
cc602f61-7db0-42f2-a05e-29a18a09668f,Computer Systems Analysts,Female,White,86K-165K,36,Bachelor’s Degree,3-5 years,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Independent,I have heard of them but don't know much about their functionalities.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Daily,Weekly,Weekly,Weekly,Prolific
781aa060-95b4-4536-90a1-086df99ed284,Business Intelligence Analysts,Male,White,86K-165K,46,Master’s Degree,More than 10 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Daily,Monthly,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
d2dde44c-83d4-4bd6-8b29-78319f401143,Computer Systems Analysts,Male,Hispanic,86K-165K,36,Master’s Degree,6-10 years,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Weekly,Daily,Weekly,Weekly,Prolific
b3d1911a-fc8d-4343-928d-8294c0ddd746,Business Intelligence Analysts,Male,White,86K-165K,39,Bachelor’s Degree,More than 10 years,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Weekly,Daily,Daily,Daily,Monthly,Never,Weekly,Prolific
faf35f8d-708a-4da0-b4bc-1825e08dc418,Business Intelligence Analysts,Female,White,86K-165K,24,Bachelor’s Degree,3-5 years,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Weekly,Monthly,Never,Never,Never,Never,Prolific
3edf16ea-0148-415f-8659-e21a82cb4e2f,Software Quality Assurance Analysts and Testers,Female,White,86K-165K,32,Bachelor’s Degree,1-2 year,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Democrat,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Never,Monthly,Monthly,Never,Never,Never,Never,Never,Never,Prolific
691bf408-c15b-4768-89f3-628ca1782fc5,Computer Programmers,Male,White,86K-165K,36,Master’s Degree,6-10 years,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Monthly,Weekly,Never,Never,Never,Monthly,Prolific
bab93afd-0484-4734-b438-3be872b395b1,Business Intelligence Analysts,Male,White,165K-209K,27,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Never,Never,Weekly,Never,Never,Never,Never,Prolific
124762b6-79bc-4794-afc7-07d04cc74b69,Business Intelligence Analysts,Female,White,165K-209K,34,Master’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Monthly,Monthly,Monthly,Daily,Daily,Weekly,Never,Never,Never,Prolific
6ebf45b1-53b0-42f7-8312-affa91eda6af,Computer Programmers,Male,White,86K-165K,26,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Monthly,Never,Weekly,Monthly,Daily,Monthly,Never,Prolific
144f23d9-8f1c-408f-a877-f02cff2277f1,Business Intelligence Analysts,Female,White,165K-209K,30,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Independent,I use them regularly.,"No, I've never heard of them.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Prolific
e228672d-3b77-43e0-ae2a-965ec512f8c7,Computer User Support Specialists,Male,White,86K-165K,41,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Monthly,Weekly,Daily,Weekly,Daily,Weekly,Never,Weekly,Prolific
6e6d4ac7-2370-475b-82c4-3f4a92a30577,Computer Systems Engineers/Architects,Male,White,86K-165K,38,Master’s Degree,More than 10 years,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Never,Monthly,Monthly,Monthly,Never,Never,Daily,Weekly,Never,Prolific
75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,Computer Programmers,Male,White,30-60K,43,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Never,Monthly,Daily,Daily,Daily,Prolific
032bd8a8-0ec1-4bc4-8b99-e27ee620e926,Information Technology Project Managers,Female,White,165K-209K,42,Bachelor’s Degree,More than 10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Monthly,Never,Never,Never,Never,Monthly,Prolific
55497c83-385e-49f1-9fee-9160ef2cb7eb,Computer Programmers,Male,Black,209K-529K,49,"Professional Degree (e.g., MD, JD)",More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Weekly,Never,Monthly,Never,Weekly,Never,Weekly,Prolific
bfec429d-ea47-420a-94c0-00c44eeb6684,Business Intelligence Analysts,Male,White,86K-165K,43,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Other,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Never,Never,Never,Weekly,Monthly,Never,Prolific
a777c79a-a016-4ce7-84a2-0c6fe08ec8dc,Software Quality Assurance Analysts and Testers,Female,White,165K-209K,25,Associate Degree,3-5 years,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Weekly,Daily,Weekly,Daily,Weekly,Daily,Weekly,Prolific
f4340410-e0b8-4330-9692-cf172bfe8eae,Information Technology Project Managers,Male,White,86K-165K,35,Master’s Degree,6-10 years,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Weekly,Daily,Weekly,Daily,Monthly,Weekly,Prolific
58cc0aa2-572b-45d4-a798-d2790d8c25f1,Business Intelligence Analysts,Female,White,86K-165K,36,Bachelor’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Weekly,Daily,Monthly,Daily,Prolific
cbede946-9cc8-4573-841c-9f4dd33f3d83,Computer Programmers,Male,White,86K-165K,26,Bachelor’s Degree,6-10 years,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Weekly,Weekly,Weekly,Daily,Prolific
84680e06-cc42-420d-8968-38ff79cb3a9b,Health Informatics Specialists,Male,Black,86K-165K,18,Master’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Daily,Daily,Daily,Weekly,Daily,Weekly,Daily,Prolific
9a63f393-850e-42fe-ac14-23a6f48c14c3,Software Quality Assurance Analysts and Testers,Male,White,0-30K,36,High School,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Daily,Prolific
5e72442d-588f-44b9-a5f8-fcb3163d16ef,Software Quality Assurance Analysts and Testers,Female,Asian American and Pacific Islander,86K-165K,18,Bachelor’s Degree,1-2 year,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Weekly,Daily,Daily,Monthly,Weekly,Weekly,Weekly,Prolific
26b6356a-6a7f-4698-8ba4-b8cb03ac5fdf,Computer Programmers,Male,White,30-60K,47,High School,3-5 years,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Monthly,Never,Never,Never,Never,Never,Prolific
e0720bd8-6d60-4a47-a213-5845745df98f,Information Security Analysts,Female,White,30-60K,61,Master’s Degree,6-10 years,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Democrat,I have some experience using them.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Weekly,Daily,Monthly,Weekly,Monthly,Weekly,Prolific
1377d16b-bdeb-4e05-9f78-1e0211deb1f6,Computer Systems Analysts,Male,Black,0-30K,46,"Some College, No Degree",3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Monthly,Daily,Daily,Weekly,Monthly,Never,Never,Prolific
7b263c2b-d5f0-4239-b04f-fd91b303b72c,Information Security Analysts,Male,Other,86K-165K,36,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Monthly,Weekly,Daily,Weekly,Monthly,Daily,Prolific
bfdd5f24-3bcd-416b-bccb-28b807111957,Information Technology Project Managers,Female,White,86K-165K,35,Bachelor’s Degree,6-10 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
1a7a80e8-b013-402e-a73b-c3e3366458d9,Computer Programmers,Male,White,60-86K,38,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Prolific
5f323ad2-0e4b-459f-9320-4c0c705dcc0f,Information Security Analysts,Male,Black,86K-165K,54,Master’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Republican,I use them regularly.,"Yes, I use them every week in my work.",Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Daily,Daily,Prolific
fc5ce75e-c577-4460-993a-9ce7a1749fef,Computer Systems Analysts,Male,White,86K-165K,35,Bachelor’s Degree,6-10 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Independent,I use them regularly.,"Yes, I use them every week in my work.",Monthly,Weekly,Weekly,Weekly,Weekly,Never,Monthly,Monthly,Weekly,Prolific
1f7b3bf4-d6d1-4c7d-b466-f5071cc5f971,Network and Computer Systems Administrators,Male,Other,86K-165K,60,Associate Degree,More than 10 years,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Monthly,Never,Never,Monthly,Monthly,Never,Monthly,Weekly,Prolific
9072a21c-bcac-4c57-a9c9-abb87ac3ae16,Information Security Analysts,Male,White,60-86K,36,Master’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
f2ff57da-39b3-49c7-a119-0dfcd1a6aa98,Computer User Support Specialists,Male,White,0-30K,22,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Prolific
524d0d50-510f-4b2b-a2da-e8449c9f5740,Information Security Analysts,Male,White,30-60K,29,Master’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Republican,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Daily,Monthly,Daily,Weekly,Daily,Weekly,Daily,Prolific
068bb185-3dfa-4d24-b40b-5b0b602260ec,Clinical Data Managers,Female,Native American,0-30K,52,"Some College, No Degree",More than 10 years,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,No political affliation,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Weekly,Monthly,Daily,Daily,Daily,Weekly,Never,Daily,Prolific
9829fdbf-4224-446f-8433-ad68a40d9baf,Information Technology Project Managers,Male,White,209K-529K,40,Master’s Degree,More than 10 years,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Prolific
8a9fb059-9f7e-4609-b589-e775355a1f53,Information Technology Project Managers,Female,White,30-60K,18,"Doctorate (e.g., PhD)",3-5 years,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Independent,I use them regularly.,"Yes, I use them every week in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Prolific
1e95ad73-c199-48c4-b2d4-3819f3e5e4db,Information Technology Project Managers,Male,White,209K-529K,64,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Weekly,Prolific
6cde05a1-0824-4cb6-88e8-df0e1e7d0795,Computer User Support Specialists,Male,White,Prefer not to say,41,Associate Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Monthly,Daily,Weekly,Weekly,Monthly,Monthly,Daily,Prolific
4f4b2c03-168a-43c0-8feb-8e65c1b69772,Information Technology Project Managers,Female,Black,30-60K,32,Master’s Degree,3-5 years,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Weekly,Daily,Weekly,Weekly,Weekly,Daily,Daily,Prolific
13731cde-2f5d-4e91-9865-c87ba1ec3ad2,Video Game Designers,Male,White,86K-165K,18,Associate Degree,3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Weekly,Weekly,Weekly,Daily,Never,Daily,Prolific
b3c693c9-17f0-456c-a400-ca09c8a3513a,Computer Systems Analysts,Male,White,30-60K,40,"Some College, No Degree",More than 10 years,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Monthly,Weekly,Never,Never,Monthly,Never,Prolific
22f104fa-6d65-4c35-942d-1ce2314bd51e,Computer Programmers,Male,Black,0-30K,21,Bachelor’s Degree,1-2 year,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Daily,Weekly,Monthly,Never,Daily,Weekly,Weekly,Prolific
957c0739-f9cb-4f60-9510-ef11fceee131,Computer and Information Research Scientists,Female,White,60-86K,18,"Some College, No Degree",6-10 years,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Weekly,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Prolific
4d0436a0-0908-41a5-bf20-807062d7f454,Computer Programmers,Female,Asian American and Pacific Islander,86K-165K,24,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Weekly,Weekly,Weekly,Monthly,Upwork
fe12207a-5903-4e15-a28f-e048d4fd9d67,Computer and Information Research Scientists,Female,Asian American and Pacific Islander,165K-209K,23,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Daily,Weekly,Daily,Weekly,Monthly,Never,Monthly,Monthly,Upwork
6cd7025e-a3bc-459a-a009-3386667dc164,Business Intelligence Analysts,Female,Other,0-30K,23,Master’s Degree,1-2 year,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Daily,Daily,Daily,Weekly,Weekly,Weekly,Monthly,WoM
8627831a-a296-4983-9397-60a4c0b6b533,Mathematicians,Male,Asian American and Pacific Islander,30-60K,25,"Doctorate (e.g., PhD)",3-5 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No political affliation,I have some experience using them.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,WoM
582a11a6-cd77-4809-94ab-d4690cbcba4d,Information Technology Project Managers,Female,White,60-86K,57,Master’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Weekly,Weekly,Monthly,Daily,Prolific
0c039533-76ca-4aac-8dc1-cc0ad476e4cc,Computer and Information Research Scientists,Female,White,30-60K,18,Bachelor’s Degree,1-2 year,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Prolific
480cd094-f4c0-4dc0-95d3-e549191d5809,Computer and Information Research Scientists,Female,Black,30-60K,25,Master’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Daily,Prolific
e07324fc-420a-4bd9-af4d-061721f76653,Computer User Support Specialists,Female,Black,60-86K,33,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Independent,I use them regularly.,"Yes, I use them every week in my work.",Daily,Daily,Daily,Daily,Weekly,Weekly,Monthly,Never,Weekly,Prolific
86630499-736e-49c2-bd50-fefed4b4b219,Database Administrators,Female,White,165K-209K,48,Bachelor’s Degree,More than 10 years,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Prolific
02d6cb2c-ffc1-4683-bc2a-9232b2e098a5,Computer and Information Research Scientists,Prefer not to say,Asian American and Pacific Islander,30-60K,26,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Monthly,Never,Weekly,Monthly,Never,Weekly,Never,Never,WoM
0341a0e3-926f-4139-a24d-fd9b4ebd3718,Software Quality Assurance Analysts and Testers,Female,Hispanic,30-60K,21,Bachelor’s Degree,1-2 year,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,No political affliation,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Never,Never,Never,Weekly,Never,Never,Never,Monthly,Prolific
69bd9b91-6895-4651-be42-da136f8c5064,Information Technology Project Managers,Male,Other,86K-165K,30,Master’s Degree,6-10 years,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Never,Daily,Daily,Never,Monthly,Daily,Daily,WoM
e19998e9-9ae9-4480-82a7-73bd07e3d564,Computer and Information Research Scientists,Male,Asian American and Pacific Islander,209K-529K,60,"Doctorate (e.g., PhD)",3-5 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Daily,Monthly,Daily,Upwork
36960194-49bb-4dfc-9e4f-fc1da8ac7325,Computer Systems Engineers/Architects,Male,Other,165K-209K,23,Master’s Degree,3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,WoM
306c5b28-fcbf-405b-ae5e-a16cebc6beaa,Computer and Information Research Scientists,Male,Other,0-30K,25,"Doctorate (e.g., PhD)",1-2 year,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Other,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Monthly,Weekly,Daily,Monthly,Daily,Weekly,Monthly,WoM
225052ca-806a-4afa-a2f3-73a77e14b4a8,Computer Programmers,Male,Other,Prefer not to say,23,Bachelor’s Degree,Less than 1 year,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Monthly,Monthly,Weekly,Monthly,Daily,Monthly,Monthly,WoM
fda21eb8-f9e5-4f6d-bf47-e8221578d5f0,Business Intelligence Analysts,Male,Other,Prefer not to say,28,Master’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Other,I use them regularly.,"Yes, I use them every day in my work.",Never,Weekly,Weekly,Weekly,Weekly,Monthly,Daily,Daily,Weekly,WoM
9f50683c-2632-46d3-9a54-fd0a3eaa7b09,Web Developers,Male,Other,86K-165K,38,Prefer not to say,More than 10 years,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Prefer not to answer,I have some experience using them.,"Yes, I use them every day in my work.",Monthly,Daily,Daily,Weekly,Weekly,Daily,Daily,Weekly,Weekly,WoM
