Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,11/03/2025,Expert,4,4,4,1,1,True,True,True,True,True,True,1,2,2,2,2,False,False,False,False,False,False,False
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,11/03/2025,Expert,2,4,5,1,3,False,False,False,False,False,False,1,2,4,4,3,False,True,True,True,True,True,True
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,11/03/2025,Novice,4,2,5,1,2,True,True,True,True,True,True,1,3,3,3,3,False,True,True,True,True,True,True
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,11/03/2025,Expert,3,1,4,1,2,True,True,True,True,True,True,1,3,3,3,3,False,True,True,True,True,True,True
1269,Computer Programmers,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,11/03/2025,Expert,5,1,4,1,1,True,True,True,True,True,True,1,2,1,2,2,False,False,False,False,False,False,False
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,11/03/2025,Expert,3,1,4,1,3,True,True,True,True,True,True,1,3,3,3,3,False,True,True,True,True,True,True
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,11/03/2025,Average,4,1,2,1,1,True,True,True,True,True,True,1,3,1,2,2,False,False,False,False,False,False,False
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,11/03/2025,Average,4,1,4,1,2,True,True,True,True,True,True,1,2,1,2,2,False,False,False,False,False,False,False
21049,Computer Programmers,Develop Web sites.,75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,11/03/2025,Expert,4,4,5,1,4,True,True,True,True,True,True,1,3,3,3,3,False,True,True,True,True,True,True
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,55497c83-385e-49f1-9fee-9160ef2cb7eb,12/03/2025,Average,2,1,2,3,2,False,False,False,False,False,False,1,2,3,3,4,False,True,True,False,False,False,False
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",55497c83-385e-49f1-9fee-9160ef2cb7eb,12/03/2025,Average,2,2,3,2,3,False,False,False,False,False,False,3,2,2,3,3,False,False,True,True,False,False,False
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",55497c83-385e-49f1-9fee-9160ef2cb7eb,12/03/2025,Expert,3,3,4,3,4,False,False,True,False,False,True,3,3,4,3,4,False,False,True,True,True,False,False
1269,Computer Programmers,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",55497c83-385e-49f1-9fee-9160ef2cb7eb,12/03/2025,Average,4,1,2,1,1,False,True,False,True,False,True,1,2,2,2,2,False,False,False,False,False,False,False
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,55497c83-385e-49f1-9fee-9160ef2cb7eb,12/03/2025,Expert,2,2,3,2,3,False,False,False,False,False,False,3,3,2,3,4,False,True,True,False,False,False,False
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,55497c83-385e-49f1-9fee-9160ef2cb7eb,12/03/2025,Novice,3,1,2,1,1,True,True,False,False,False,False,3,3,2,3,2,False,False,False,False,False,False,False
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",55497c83-385e-49f1-9fee-9160ef2cb7eb,12/03/2025,Average,2,1,3,2,2,False,False,False,False,False,False,3,2,2,3,3,False,False,True,True,False,False,False
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,cbede946-9cc8-4573-841c-9f4dd33f3d83,15/03/2025,Expert,1,1,2,2,2,False,False,False,False,False,False,1,1,3,4,1,False,False,False,False,False,False,False
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",cbede946-9cc8-4573-841c-9f4dd33f3d83,15/03/2025,Expert,1,1,2,2,3,False,False,False,False,False,False,1,4,3,4,3,False,True,True,True,True,True,True
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",cbede946-9cc8-4573-841c-9f4dd33f3d83,15/03/2025,Expert,1,1,2,2,2,False,False,False,False,False,False,1,2,3,4,1,False,False,False,False,False,False,False
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",cbede946-9cc8-4573-841c-9f4dd33f3d83,15/03/2025,Expert,1,1,2,2,3,False,False,False,False,False,False,1,2,3,4,1,False,False,False,False,False,False,False
1269,Computer Programmers,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",cbede946-9cc8-4573-841c-9f4dd33f3d83,15/03/2025,Expert,1,1,2,2,3,False,False,False,False,False,False,1,3,2,4,1,False,False,False,False,False,False,False
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,cbede946-9cc8-4573-841c-9f4dd33f3d83,15/03/2025,Expert,1,1,1,1,2,False,False,False,False,False,False,1,2,2,2,1,False,False,False,False,False,False,False
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",cbede946-9cc8-4573-841c-9f4dd33f3d83,15/03/2025,Expert,1,2,2,2,2,False,False,False,False,False,False,1,4,3,4,1,False,False,False,False,False,False,False
21049,Computer Programmers,Develop Web sites.,cbede946-9cc8-4573-841c-9f4dd33f3d83,15/03/2025,Expert,1,1,1,1,1,False,False,False,False,False,False,1,1,2,3,1,False,False,False,False,False,False,False
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",1a7a80e8-b013-402e-a73b-c3e3366458d9,19/03/2025,Expert,3,3,3,3,3,True,False,False,False,False,False,3,3,3,3,3,False,False,False,False,False,False,False
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,1a7a80e8-b013-402e-a73b-c3e3366458d9,19/03/2025,Expert,3,3,3,3,3,True,False,False,False,False,False,3,3,3,3,3,True,False,False,False,False,False,False
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",1a7a80e8-b013-402e-a73b-c3e3366458d9,19/03/2025,Expert,3,3,3,3,3,True,False,False,False,False,False,3,3,3,3,3,True,False,False,False,False,False,False
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,1a7a80e8-b013-402e-a73b-c3e3366458d9,19/03/2025,Expert,3,3,3,3,3,True,False,False,False,False,False,3,3,3,3,3,True,False,False,False,False,False,False
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",40465d04-a0eb-44c4-8fe6-2b90e590d306,06/04/2025,Novice,1,1,1,1,1,False,False,False,False,False,False,1,1,1,1,5,False,False,False,False,False,False,False
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,22f104fa-6d65-4c35-942d-1ce2314bd51e,21/03/2025,Expert,3,1,3,2,4,True,True,False,False,False,False,3,3,4,3,3,False,True,False,True,False,False,False
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",22f104fa-6d65-4c35-942d-1ce2314bd51e,21/03/2025,Average,3,3,3,3,3,True,False,False,False,False,True,3,3,3,3,4,False,False,True,False,False,False,False
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",22f104fa-6d65-4c35-942d-1ce2314bd51e,21/03/2025,Average,2,3,3,3,3,False,False,False,False,False,False,2,3,3,3,3,True,False,False,False,False,False,False
1269,Computer Programmers,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",22f104fa-6d65-4c35-942d-1ce2314bd51e,21/03/2025,Expert,4,5,5,5,5,False,True,False,False,False,False,5,3,4,3,3,True,False,False,False,False,False,False
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,22f104fa-6d65-4c35-942d-1ce2314bd51e,21/03/2025,Average,3,1,3,5,1,True,False,False,False,False,False,3,3,1,3,2,False,False,False,False,False,False,False
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",22f104fa-6d65-4c35-942d-1ce2314bd51e,21/03/2025,Expert,5,1,2,1,3,True,False,False,False,False,False,4,2,2,3,1,False,False,False,False,False,False,False
21049,Computer Programmers,Develop Web sites.,22f104fa-6d65-4c35-942d-1ce2314bd51e,21/03/2025,Expert,1,4,3,5,5,False,False,False,False,False,False,5,3,5,5,5,False,False,True,False,False,False,False
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",4d0436a0-0908-41a5-bf20-807062d7f454,21/03/2025,Average,2,2,4,4,3,False,False,False,False,False,False,1,1,2,4,3,False,True,True,False,True,False,False
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,4d0436a0-0908-41a5-bf20-807062d7f454,21/03/2025,Average,5,2,2,2,1,True,True,False,False,False,False,1,1,2,2,1,False,False,False,False,False,False,False
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",4d0436a0-0908-41a5-bf20-807062d7f454,21/03/2025,Average,4,1,3,2,2,True,True,False,True,False,False,1,1,2,2,2,False,False,False,False,False,False,False
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",4d0436a0-0908-41a5-bf20-807062d7f454,21/03/2025,Average,5,1,1,1,1,True,True,False,False,False,False,1,1,1,1,1,False,False,False,False,False,False,False
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",4d0436a0-0908-41a5-bf20-807062d7f454,21/03/2025,Average,3,2,3,4,3,False,False,False,True,True,True,1,1,1,2,2,False,False,False,False,False,False,False
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,4d0436a0-0908-41a5-bf20-807062d7f454,21/03/2025,Novice,5,1,1,1,1,True,True,False,True,False,False,1,1,1,1,1,False,False,False,False,False,False,False
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,4d0436a0-0908-41a5-bf20-807062d7f454,21/03/2025,Expert,2,2,3,3,3,False,False,False,False,False,False,1,1,3,3,3,False,True,True,False,False,False,False
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",4d0436a0-0908-41a5-bf20-807062d7f454,21/03/2025,Average,2,1,3,4,3,False,False,False,False,False,False,1,4,3,3,4,False,True,False,True,False,False,False
21049,Computer Programmers,Develop Web sites.,4d0436a0-0908-41a5-bf20-807062d7f454,21/03/2025,Average,4,2,3,3,3,True,True,True,False,False,False,1,1,3,2,3,False,True,False,False,True,False,False
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,225052ca-806a-4afa-a2f3-73a77e14b4a8,23/03/2025,Average,4,1,2,1,2,True,False,False,False,False,False,1,2,2,4,2,False,False,False,False,False,False,False
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,225052ca-806a-4afa-a2f3-73a77e14b4a8,23/03/2025,Average,4,2,4,3,2,False,False,False,False,True,False,1,3,2,5,2,False,False,False,False,False,False,False
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",225052ca-806a-4afa-a2f3-73a77e14b4a8,23/03/2025,Average,3,2,3,3,3,False,False,False,False,False,True,2,3,4,5,3,False,True,True,False,False,False,False
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,ecfc0a97-4911-4040-aebf-ec835b7b6509,23/03/2025,Average,3,3,3,3,3,True,True,True,True,True,True,3,3,3,3,3,True,False,False,True,False,False,False
21049,Computer Programmers,Develop Web sites.,ecfc0a97-4911-4040-aebf-ec835b7b6509,23/03/2025,Average,3,3,3,3,3,False,False,True,False,True,False,3,3,3,3,3,False,False,False,False,False,False,False
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",ecfc0a97-4911-4040-aebf-ec835b7b6509,23/03/2025,Average,3,3,3,3,3,True,True,True,False,False,False,3,3,3,3,3,False,False,True,False,False,False,True
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",a5186a7b-92b9-45a8-a29d-f6b9eeae2944,23/03/2025,Average,3,2,3,3,3,True,False,False,False,False,False,3,3,2,2,3,True,False,True,False,False,True,False
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,a5186a7b-92b9-45a8-a29d-f6b9eeae2944,23/03/2025,Average,2,3,3,3,2,False,False,False,False,False,False,3,2,2,2,3,False,True,False,True,False,False,True
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",a5186a7b-92b9-45a8-a29d-f6b9eeae2944,23/03/2025,Average,3,3,2,3,2,True,False,False,True,False,False,2,3,2,2,3,False,True,True,False,True,False,False
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",3892b81a-1264-4878-8ce0-00554becf739,23/03/2025,Novice,3,3,3,1,3,True,False,False,False,False,True,1,3,5,3,2,False,False,False,False,False,False,False
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,3892b81a-1264-4878-8ce0-00554becf739,23/03/2025,Expert,3,2,2,1,2,True,True,False,False,False,True,1,1,3,2,3,False,False,False,False,True,True,False
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",3892b81a-1264-4878-8ce0-00554becf739,23/03/2025,Average,3,4,3,3,3,True,False,True,False,False,True,1,3,4,3,3,False,True,False,True,True,True,False
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",788a168b-6694-46f6-8493-e757b2f715b3,23/03/2025,Expert,4,4,4,4,4,False,False,False,True,True,True,4,2,2,4,4,False,True,False,False,False,True,False
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",788a168b-6694-46f6-8493-e757b2f715b3,23/03/2025,Average,4,4,4,3,4,True,False,False,False,False,False,3,3,3,2,3,False,True,False,False,False,False,True
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",f3b8e49d-1add-4f1b-998f-d3d2c8c9eabc,23/03/2025,Expert,5,3,4,1,4,True,False,False,False,False,True,1,5,5,5,3,False,False,False,True,True,False,False
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",f3b8e49d-1add-4f1b-998f-d3d2c8c9eabc,23/03/2025,Novice,5,2,4,1,2,True,False,False,True,False,True,1,5,4,4,4,False,True,False,True,True,True,True
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",f3b8e49d-1add-4f1b-998f-d3d2c8c9eabc,23/03/2025,Novice,5,1,3,1,3,True,False,True,False,False,True,1,3,3,3,3,False,False,True,False,False,True,False
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",dcdc99e1-d187-4ff4-b100-f05a0a8701fa,24/03/2025,Average,4,3,2,1,2,True,True,True,True,True,False,1,3,3,4,2,False,False,False,False,False,False,False
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",dcdc99e1-d187-4ff4-b100-f05a0a8701fa,24/03/2025,Expert,5,4,4,3,3,True,False,False,True,False,False,1,4,2,4,2,False,False,False,False,False,False,False
1269,Computer Programmers,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",dcdc99e1-d187-4ff4-b100-f05a0a8701fa,24/03/2025,Average,5,1,1,1,2,False,False,False,False,False,True,1,4,2,4,3,False,False,False,False,False,False,False
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,dcdc99e1-d187-4ff4-b100-f05a0a8701fa,24/03/2025,Expert,5,4,4,4,4,False,True,False,False,True,True,4,3,4,4,4,False,False,True,False,False,False,False
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,dcdc99e1-d187-4ff4-b100-f05a0a8701fa,24/03/2025,Novice,5,1,2,1,4,False,True,True,False,False,False,1,5,1,3,5,False,False,True,True,False,False,False
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",a92ce460-fa2b-4b24-b479-2111ce170f7b,24/03/2025,Average,3,2,3,5,3,True,True,False,False,False,False,1,2,2,4,2,False,False,False,False,False,False,False
1269,Computer Programmers,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",a92ce460-fa2b-4b24-b479-2111ce170f7b,24/03/2025,Average,4,1,3,3,2,True,True,True,False,False,False,1,2,1,3,2,False,False,False,False,False,False,False
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",a92ce460-fa2b-4b24-b479-2111ce170f7b,24/03/2025,Novice,2,3,4,4,3,False,False,False,False,False,False,1,2,3,4,3,False,True,True,False,True,True,False
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,664bc354-1b66-4518-a897-3a5f2d16a58f,25/03/2025,Expert,1,3,3,1,3,False,False,False,False,False,False,1,1,2,3,3,False,True,True,False,False,True,False
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",664bc354-1b66-4518-a897-3a5f2d16a58f,25/03/2025,Expert,3,2,4,3,5,True,False,True,False,False,True,3,3,3,4,3,True,True,True,False,True,False,False
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",664bc354-1b66-4518-a897-3a5f2d16a58f,25/03/2025,Novice,2,4,4,1,5,False,False,False,False,False,False,4,3,2,3,3,True,True,True,False,True,True,False
1269,Computer Programmers,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",664bc354-1b66-4518-a897-3a5f2d16a58f,25/03/2025,Average,3,2,2,3,4,True,False,False,False,False,True,3,3,3,2,3,True,False,True,False,False,False,False
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",664bc354-1b66-4518-a897-3a5f2d16a58f,25/03/2025,Expert,1,3,3,1,4,False,False,False,False,False,False,3,2,2,4,1,False,False,False,False,False,False,False
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",3769f089-d4f2-4f34-be77-4f4c0d31fd8e,28/03/2025,Average,3,3,4,2,3,True,False,True,False,False,True,2,3,2,4,4,False,True,True,True,True,True,False
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",3769f089-d4f2-4f34-be77-4f4c0d31fd8e,28/03/2025,Average,3,2,4,2,3,True,False,True,False,False,True,2,2,3,4,3,False,True,True,True,True,True,False
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",b16d9ccf-ae38-4f60-8c70-ae3aa460186d,29/03/2025,Average,5,1,1,1,5,True,False,False,False,False,False,1,1,2,4,1,False,False,False,False,False,False,False
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",2388d0e1-ed78-4011-9ad6-39e33cd7ef6b,30/03/2025,Novice,2,1,1,1,1,False,False,False,False,False,False,2,2,1,2,3,True,False,False,True,False,False,False
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",c2da33d2-365f-4128-806a-9aa5f12903a7,31/03/2025,Average,5,1,1,1,1,True,False,False,False,False,False,1,3,1,2,2,False,False,False,False,False,False,False
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",0ce52014-4225-4a85-bafe-7226db6d92a0,31/03/2025,Expert,5,5,5,5,5,False,False,False,False,False,False,1,1,3,4,2,False,False,False,False,False,False,False
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",1c5110bc-9386-4356-b63b-670af5f3e242,02/04/2025,Average,3,4,5,1,5,True,True,False,False,False,False,3,5,5,5,5,True,True,False,False,True,False,False
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,25/02/2025,Average,3,1,2,2,3,True,False,False,False,False,False,1,1,2,3,2,False,False,False,False,False,False,False
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,25/02/2025,Expert,3,3,3,4,4,False,False,True,False,False,False,3,2,2,3,1,False,False,False,False,False,False,False
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,25/02/2025,Expert,2,3,3,4,3,False,False,False,False,False,False,3,3,2,3,2,False,False,False,False,False,False,False
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,25/02/2025,Novice,1,2,3,2,3,False,False,False,False,False,False,2,2,3,2,2,False,False,False,False,False,False,False
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,25/02/2025,Average,3,1,2,4,3,False,False,True,False,False,False,2,2,3,3,2,False,False,False,False,False,False,False
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,25/02/2025,Expert,4,1,3,1,1,False,False,True,False,False,True,4,1,4,1,2,False,False,False,False,False,False,False
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,25/02/2025,Average,2,2,1,1,2,False,False,False,False,False,False,2,3,2,2,2,False,False,False,False,False,False,False
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",fa785f60-af5d-4322-94ee-6cd65d98e86c,25/02/2025,Average,3,1,1,2,4,True,True,False,False,False,False,2,3,3,4,3,False,False,False,False,True,False,False
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",fa785f60-af5d-4322-94ee-6cd65d98e86c,25/02/2025,Novice,4,1,1,1,3,False,False,True,False,False,False,1,1,1,3,2,False,False,False,False,False,False,False
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,1b3f2ed4-9876-4972-a951-cdae12118c0b,20/02/2025,Average,4,5,4,5,1,True,True,False,True,True,False,1,4,2,2,3,False,False,False,False,False,False,False
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",1b3f2ed4-9876-4972-a951-cdae12118c0b,20/02/2025,Average,5,4,3,5,5,True,True,True,True,True,True,4,5,5,5,2,False,False,False,False,False,False,False
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,1b3f2ed4-9876-4972-a951-cdae12118c0b,20/02/2025,Average,1,5,5,1,5,False,False,False,False,False,False,5,1,1,2,1,False,False,False,False,False,False,False
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",1b3f2ed4-9876-4972-a951-cdae12118c0b,20/02/2025,Average,4,5,3,3,3,True,True,True,True,True,True,4,2,2,2,5,False,False,False,False,False,False,False
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,1b3f2ed4-9876-4972-a951-cdae12118c0b,20/02/2025,Average,5,4,3,5,2,True,True,True,True,True,True,2,5,4,4,4,False,False,False,False,False,False,False
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",1b3f2ed4-9876-4972-a951-cdae12118c0b,20/02/2025,Novice,5,1,2,2,3,True,True,True,False,True,False,5,5,5,5,5,False,False,False,False,False,False,False
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",b1ab6256-5078-4533-a5b9-e3127d47b0bf,20/02/2025,Expert,3,1,1,2,1,True,True,False,True,False,False,3,2,3,3,3,False,False,False,False,False,False,False
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,b1ab6256-5078-4533-a5b9-e3127d47b0bf,20/02/2025,Average,3,1,2,2,2,False,True,False,True,True,False,1,1,3,3,2,False,False,False,False,False,False,False
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",073fdfb6-505d-485e-a0f5-d628e3543671,20/02/2025,Expert,2,5,5,5,4,False,False,False,False,False,False,1,5,3,5,5,False,False,False,False,False,False,False
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,073fdfb6-505d-485e-a0f5-d628e3543671,20/02/2025,Expert,2,3,5,4,5,False,False,False,False,False,False,1,4,4,5,5,False,False,False,False,False,False,False
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,073fdfb6-505d-485e-a0f5-d628e3543671,20/02/2025,Expert,3,2,5,3,3,True,False,True,True,False,False,1,3,3,3,3,False,False,False,False,False,False,False
